location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Norfolk,45.481869261394394,28.279555275051933,37.82%,70.31%,67.78%,5192,1148976
Chesapeake,42.188765224335754,25.36663314210637,39.87%,70.47%,74.05%,2190,426539
Garland,36.47680219375946,26.32833377676721,27.82%,64.51%,74.06%,3247,511686
Irving,56.11813735004071,30.63081342067441,45.42%,72.83%,67.43%,3974,625338
Hialeah,33.718072193125884,22.27412870689153,33.94%,76.64%,73.98%,1821,226125
Fremont,77.32598564097736,31.999959834239572,58.62%,88.92%,81.44%,2881,412270
Boise,65.29455829850254,29.843234931746363,54.29%,85.09%,75.63%,3148,424812
Richmond,53.13032449338794,30.71750868337557,42.18%,77.03%,76.98%,8628,1434758
Baton Rouge,41.77178012091885,27.452280390293,34.28%,59.89%,58.00%,7174,1948497
Spokane,60.21131938618369,30.819221866178648,48.81%,73.04%,83.98%,2277,306163
